Entity,ISO3,Year,Age,Population,Start Age
Singapore,SGP,1984,Age: 25-64,1349896,25
Singapore,SGP,1984,Age: 5-14,424029,5
Singapore,SGP,1984,Age: 65+,136108,65
Singapore,SGP,1985,Age: 0-4,211239,0
Singapore,SGP,1985,Age: 15-24,579271,15
Singapore,SGP,1985,Age: 25-64,1383093,25
Singapore,SGP,1985,Age: 5-14,420557,5
Singapore,SGP,1985,Age: 65+,140833,65
Singapore,SGP,1986,Age: 0-4,209937,0
Singapore,SGP,1986,Age: 15-24,558899,15
Singapore,SGP,1986,Age: 25-64,1412868,25
Singapore,SGP,1986,Age: 5-14,417235,5
Singapore,SGP,1986,Age: 65+,145672,65
Singapore,SGP,1987,Age: 0-4,208885,0
Singapore,SGP,1987,Age: 15-24,549810,15
Singapore,SGP,1987,Age: 25-64,1457150,25
Singapore,SGP,1987,Age: 5-14,414349,5
Singapore,SGP,1987,Age: 65+,151376,65
Singapore,SGP,1988,Age: 0-4,214723,0
Singapore,SGP,1988,Age: 15-24,549287,15
Singapore,SGP,1988,Age: 25-64,1515539,25
Singapore,SGP,1988,Age: 5-14,411771,5
Singapore,SGP,1988,Age: 65+,157662,65
Singapore,SGP,1989,Age: 0-4,225103,0
Singapore,SGP,1989,Age: 15-24,552955,15
Singapore,SGP,1989,Age: 25-64,1584936,25
Singapore,SGP,1989,Age: 5-14,411521,5
Singapore,SGP,1989,Age: 65+,164073,65
Singapore,SGP,1990,Age: 0-4,235478,0
Singapore,SGP,1990,Age: 15-24,558061,15
Singapore,SGP,1990,Age: 25-64,1660869,25
Singapore,SGP,1990,Age: 5-14,414977,5
Singapore,SGP,1990,Age: 65+,170129,65
Singapore,SGP,1991,Age: 0-4,247032,0
Singapore,SGP,1991,Age: 15-24,562142,15
Singapore,SGP,1991,Age: 25-64,1732025,25
Singapore,SGP,1991,Age: 5-14,419058,5
Singapore,SGP,1991,Age: 65+,175946,65
Singapore,SGP,1992,Age: 0-4,257263,0
Singapore,SGP,1992,Age: 15-24,566440,15
Singapore,SGP,1992,Age: 25-64,1796117,25
Singapore,SGP,1992,Age: 5-14,423811,5
Singapore,SGP,1992,Age: 65+,182726,65
Singapore,SGP,1993,Age: 0-4,261884,0
Singapore,SGP,1993,Age: 15-24,573031,15
Singapore,SGP,1993,Age: 25-64,1859120,25
Singapore,SGP,1993,Age: 5-14,433360,5
Singapore,SGP,1993,Age: 65+,190381,65
Singapore,SGP,1994,Age: 0-4,262996,0
Singapore,SGP,1994,Age: 15-24,584222,15
Singapore,SGP,1994,Age: 25-64,1926256,25
Singapore,SGP,1994,Age: 5-14,445940,5
Singapore,SGP,1994,Age: 65+,198275,65
Singapore,SGP,1995,Age: 0-4,263380,0
Singapore,SGP,1995,Age: 15-24,601800,15
Singapore,SGP,1995,Age: 25-64,2004312,25
Singapore,SGP,1995,Age: 5-14,457856,5
Singapore,SGP,1995,Age: 65+,206146,65
Singapore,SGP,1996,Age: 0-4,262706,0
Singapore,SGP,1996,Age: 15-24,623560,15
Singapore,SGP,1996,Age: 25-64,2094804,25
Singapore,SGP,1996,Age: 5-14,469458,5
Singapore,SGP,1996,Age: 65+,213906,65
Singapore,SGP,1997,Age: 0-4,261169,0
Singapore,SGP,1997,Age: 15-24,644369,15
Singapore,SGP,1997,Age: 25-64,2188010,25
Singapore,SGP,1997,Age: 5-14,480911,5
Singapore,SGP,1997,Age: 65+,222037,65
Singapore,SGP,1998,Age: 0-4,257847,0
Singapore,SGP,1998,Age: 15-24,655723,15
Singapore,SGP,1998,Age: 25-64,2264212,25
Singapore,SGP,1998,Age: 5-14,492337,5
Singapore,SGP,1998,Age: 65+,231161,65
Singapore,SGP,1999,Age: 0-4,251616,0
Singapore,SGP,1999,Age: 15-24,657503,15
Singapore,SGP,1999,Age: 25-64,2312742,25
Singapore,SGP,1999,Age: 5-14,503081,5
Singapore,SGP,1999,Age: 65+,241474,65
Singapore,SGP,2000,Age: 0-4,245950,0
Singapore,SGP,2000,Age: 15-24,665211,15
Singapore,SGP,2000,Age: 25-64,2359591,25
Singapore,SGP,2000,Age: 5-14,512301,5
Singapore,SGP,2000,Age: 65+,252044,65
Singapore,SGP,2001,Age: 0-4,242412,0
Singapore,SGP,2001,Age: 15-24,676194,15
Singapore,SGP,2001,Age: 25-64,2414356,25
Singapore,SGP,2001,Age: 5-14,521715,5
Singapore,SGP,2001,Age: 65+,261328,65
Singapore,SGP,2002,Age: 0-4,237089,0
Singapore,SGP,2002,Age: 15-24,674851,15
Singapore,SGP,2002,Age: 25-64,2439804,25
Singapore,SGP,2002,Age: 5-14,527892,5
Singapore,SGP,2002,Age: 65+,267085,65
Singapore,SGP,2003,Age: 0-4,229815,0
Singapore,SGP,2003,Age: 15-24,671373,15
Singapore,SGP,2003,Age: 25-64,2439144,25
Singapore,SGP,2003,Age: 5-14,525384,5
Singapore,SGP,2003,Age: 65+,272332,65
Singapore,SGP,2004,Age: 0-4,223716,0
Singapore,SGP,2004,Age: 15-24,682695,15
Singapore,SGP,2004,Age: 25-64,2462649,25
Singapore,SGP,2004,Age: 5-14,519448,5
Singapore,SGP,2004,Age: 65+,284042,65
Singapore,SGP,2005,Age: 0-4,219325,0
Singapore,SGP,2005,Age: 15-24,708413,15
Singapore,SGP,2005,Age: 25-64,2523569,25
Singapore,SGP,2005,Age: 5-14,516378,5
Singapore,SGP,2005,Age: 65+,300426,65
Singapore,SGP,2006,Age: 0-4,216790,0
Singapore,SGP,2006,Age: 15-24,746209,15
Singapore,SGP,2006,Age: 25-64,2613612,25
Singapore,SGP,2006,Age: 5-14,513907,5
Singapore,SGP,2006,Age: 65+,316243,65
Singapore,SGP,2007,Age: 0-4,216975,0
Singapore,SGP,2007,Age: 15-24,800181,15
Singapore,SGP,2007,Age: 25-64,2739060,25
Singapore,SGP,2007,Age: 5-14,510046,5
Singapore,SGP,2007,Age: 65+,329889,65
Singapore,SGP,2008,Age: 0-4,220204,0
Singapore,SGP,2008,Age: 15-24,858602,15
Singapore,SGP,2008,Age: 25-64,2878264,25
Singapore,SGP,2008,Age: 5-14,505096,5
Singapore,SGP,2008,Age: 65+,344149,65
Singapore,SGP,2009,Age: 0-4,223915,0
Singapore,SGP,2009,Age: 15-24,899079,15
Singapore,SGP,2009,Age: 25-64,2986461,25
Singapore,SGP,2009,Age: 5-14,499070,5
Singapore,SGP,2009,Age: 65+,359563,65
Singapore,SGP,2010,Age: 0-4,224779,0
Singapore,SGP,2010,Age: 15-24,926172,15
Singapore,SGP,2010,Age: 25-64,3060770,25
Singapore,SGP,2010,Age: 5-14,492782,5
Singapore,SGP,2010,Age: 65+,371979,65
Singapore,SGP,2011,Age: 0-4,225022,0
Singapore,SGP,2011,Age: 15-24,956688,15
Singapore,SGP,2011,Age: 25-64,3125435,25
Singapore,SGP,2011,Age: 5-14,487346,5
Singapore,SGP,2011,Age: 65+,387175,65
Singapore,SGP,2012,Age: 0-4,226597,0
Singapore,SGP,2012,Age: 15-24,987026,15
Singapore,SGP,2012,Age: 25-64,3185117,25
Singapore,SGP,2012,Age: 5-14,482764,5
Singapore,SGP,2012,Age: 65+,411236,65
Singapore,SGP,2013,Age: 0-4,227199,0
Singapore,SGP,2013,Age: 15-24,1004652,15
Singapore,SGP,2013,Age: 25-64,3235324,25
Singapore,SGP,2013,Age: 5-14,478670,5
Singapore,SGP,2013,Age: 65+,439120,65
Singapore,SGP,2014,Age: 0-4,228190,0
Singapore,SGP,2014,Age: 15-24,1010955,15
Singapore,SGP,2014,Age: 25-64,3276058,25
Singapore,SGP,2014,Age: 5-14,474623,5
Singapore,SGP,2014,Age: 65+,467434,65
Singapore,SGP,2015,Age: 0-4,231719,0
Singapore,SGP,2015,Age: 15-24,1015577,15
Singapore,SGP,2015,Age: 25-64,3311826,25
Singapore,SGP,2015,Age: 5-14,469036,5
Singapore,SGP,2015,Age: 65+,496534,65
Singapore,SGP,2016,Age: 0-4,235414,0
Singapore,SGP,2016,Age: 15-24,1015005,15
Singapore,SGP,2016,Age: 25-64,3337506,25
Singapore,SGP,2016,Age: 5-14,463008,5
Singapore,SGP,2016,Age: 65+,526335,65
Singapore,SGP,2017,Age: 0-4,236669,0
Singapore,SGP,2017,Age: 15-24,1004120,15
Singapore,SGP,2017,Age: 25-64,3345274,25
Singapore,SGP,2017,Age: 5-14,459630,5
Singapore,SGP,2017,Age: 65+,557695,65
Singapore,SGP,2018,Age: 0-4,235973,0
Singapore,SGP,2018,Age: 15-24,994259,15
Singapore,SGP,2018,Age: 25-64,3354743,25
Singapore,SGP,2018,Age: 5-14,458706,5
Singapore,SGP,2018,Age: 65+,589954,65
Singapore,SGP,2019,Age: 0-4,234405,0
Singapore,SGP,2019,Age: 15-24,986372,15
Singapore,SGP,2019,Age: 25-64,3368526,25
Singapore,SGP,2019,Age: 5-14,458023,5
Singapore,SGP,2019,Age: 65+,621470,65
Singapore,SGP,2020,Age: 0-4,230250,0
Singapore,SGP,2020,Age: 15-24,956714,15
Singapore,SGP,2020,Age: 25-64,3328118,25
Singapore,SGP,2020,Age: 5-14,453976,5
Singapore,SGP,2020,Age: 65+,650262,65
Singapore,SGP,2021,Age: 0-4,225175,0
Singapore,SGP,2021,Age: 15-24,922705,15
Singapore,SGP,2021,Age: 25-64,3268793,25
Singapore,SGP,2021,Age: 5-14,449742,5
Singapore,SGP,2021,Age: 65+,678933,65
Singapore,SGP,2022,Age: 0-4,224899,0
Singapore,SGP,2022,Age: 15-24,935675,15
Singapore,SGP,2022,Age: 25-64,3318903,25
Singapore,SGP,2022,Age: 5-14,453387,5
Singapore,SGP,2022,Age: 65+,715966,65
Singapore,SGP,2023,Age: 0-4,228711,0
Singapore,SGP,2023,Age: 15-24,930850,15
Singapore,SGP,2023,Age: 25-64,3417749,25
Singapore,SGP,2023,Age: 5-14,453676,5
Singapore,SGP,2023,Age: 65+,756988,65
