coicop_weight
2.75
2.75
2.75
2.75
2.75
2.75
2.75
2.75
2.75
2.75
2.75
2.75
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
3.0
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.0699999
2.53
2.53
2.53
2.53
2.53
2.53
2.53
2.53
2.53
2.53
2.53
2.0899999
1.9
1.9
1.9
1.9
1.9
1.9
1.9
1.9
1.9
1.9
1.9
1.8
1.62
1.62
1.62
1.62
1.62
1.62
1.62
1.62
1.62
1.62
1.62
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.4400001
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.28
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.75
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.46000001
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.38
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.36000001
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.16
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.44999999
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.47999999
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.34
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.30000001
0.28
0.28
0.28
0.28
0.28
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.31999999
0.38
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.92000002
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.69
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.56999999
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
0.54000002
