Entity,Code,Year,Crop,Category,Yield (tonnes per hectare)
World,OWID_WRL,1961,Wheat,Cereals/Grains,1.0889
World,OWID_WRL,1962,Wheat,Cereals/Grains,1.206
World,OWID_WRL,1963,Wheat,Cereals/Grains,1.132
World,OWID_WRL,1964,Wheat,Cereals/Grains,1.2413
World,OWID_WRL,1965,Wheat,Cereals/Grains,1.2150999
World,OWID_WRL,1966,Wheat,Cereals/Grains,1.4079
World,OWID_WRL,1967,Wheat,Cereals/Grains,1.3392
World,OWID_WRL,1968,Wheat,Cereals/Grains,1.4534
World,OWID_WRL,1969,Wheat,Cereals/Grains,1.4174
World,OWID_WRL,1970,Wheat,Cereals/Grains,1.4941
World,OWID_WRL,1971,Wheat,Cereals/Grains,1.6244999
World,OWID_WRL,1972,Wheat,Cereals/Grains,1.6046
World,OWID_WRL,1973,Wheat,Cereals/Grains,1.6836
World,OWID_WRL,1974,Wheat,Cereals/Grains,1.6155
World,OWID_WRL,1975,Wheat,Cereals/Grains,1.5701
World,OWID_WRL,1976,Wheat,Cereals/Grains,1.7910999
World,OWID_WRL,1977,Wheat,Cereals/Grains,1.6724
World,OWID_WRL,1978,Wheat,Cereals/Grains,1.9327999
World,OWID_WRL,1979,Wheat,Cereals/Grains,1.8521999
World,OWID_WRL,1980,Wheat,Cereals/Grains,1.8554
World,OWID_WRL,1981,Wheat,Cereals/Grains,1.88
World,OWID_WRL,1982,Wheat,Cereals/Grains,1.9992
World,OWID_WRL,1983,Wheat,Cereals/Grains,2.1258
World,OWID_WRL,1984,Wheat,Cereals/Grains,2.2201
World,OWID_WRL,1985,Wheat,Cereals/Grains,2.1719
World,OWID_WRL,1986,Wheat,Cereals/Grains,2.3213
World,OWID_WRL,1987,Wheat,Cereals/Grains,2.29
World,OWID_WRL,1988,Wheat,Cereals/Grains,2.2926
World,OWID_WRL,1989,Wheat,Cereals/Grains,2.3732
World,OWID_WRL,1990,Wheat,Cereals/Grains,2.5626
World,OWID_WRL,1991,Wheat,Cereals/Grains,2.4414
World,OWID_WRL,1992,Wheat,Cereals/Grains,2.534
World,OWID_WRL,1993,Wheat,Cereals/Grains,2.537
World,OWID_WRL,1994,Wheat,Cereals/Grains,2.4777
World,OWID_WRL,1995,Wheat,Cereals/Grains,2.4958
World,OWID_WRL,1996,Wheat,Cereals/Grains,2.564
World,OWID_WRL,1997,Wheat,Cereals/Grains,2.7157
World,OWID_WRL,1998,Wheat,Cereals/Grains,2.7063
World,OWID_WRL,1999,Wheat,Cereals/Grains,2.7461998
World,OWID_WRL,2000,Wheat,Cereals/Grains,2.7316
World,OWID_WRL,2001,Wheat,Cereals/Grains,2.7417
World,OWID_WRL,2002,Wheat,Cereals/Grains,2.7551
World,OWID_WRL,2003,Wheat,Cereals/Grains,2.6513999
World,OWID_WRL,2004,Wheat,Cereals/Grains,2.9426
World,OWID_WRL,2005,Wheat,Cereals/Grains,2.8286998
World,OWID_WRL,2006,Wheat,Cereals/Grains,2.8904998
World,OWID_WRL,2007,Wheat,Cereals/Grains,2.8154
World,OWID_WRL,2008,Wheat,Cereals/Grains,3.0625
World,OWID_WRL,2009,Wheat,Cereals/Grains,3.0356
World,OWID_WRL,2010,Wheat,Cereals/Grains,2.9721
World,OWID_WRL,2011,Wheat,Cereals/Grains,3.1639
World,OWID_WRL,2012,Wheat,Cereals/Grains,3.0934
World,OWID_WRL,2013,Wheat,Cereals/Grains,3.2512
World,OWID_WRL,2014,Wheat,Cereals/Grains,3.3195
World,OWID_WRL,2015,Wheat,Cereals/Grains,3.3272
World,OWID_WRL,2016,Wheat,Cereals/Grains,3.4183
World,OWID_WRL,2017,Wheat,Cereals/Grains,3.541
World,OWID_WRL,2018,Wheat,Cereals/Grains,3.4225
World,OWID_WRL,2019,Wheat,Cereals/Grains,3.5414
World,OWID_WRL,2020,Wheat,Cereals/Grains,3.4743998
World,OWID_WRL,2021,Wheat,Cereals/Grains,3.5059
World,OWID_WRL,2022,Wheat,Cereals/Grains,3.6889
World,OWID_WRL,1961,Rice,Cereals/Grains,1.8693
World,OWID_WRL,1962,Rice,Cereals/Grains,1.8958
World,OWID_WRL,1963,Rice,Cereals/Grains,2.0567
World,OWID_WRL,1964,Rice,Cereals/Grains,2.1025
World,OWID_WRL,1965,Rice,Cereals/Grains,2.0353
World,OWID_WRL,1966,Rice,Cereals/Grains,2.0781
World,OWID_WRL,1967,Rice,Cereals/Grains,2.1749
World,OWID_WRL,1968,Rice,Cereals/Grains,2.2328
World,OWID_WRL,1969,Rice,Cereals/Grains,2.254
World,OWID_WRL,1970,Rice,Cereals/Grains,2.3808
World,OWID_WRL,1971,Rice,Cereals/Grains,2.3618999
World,OWID_WRL,1972,Rice,Cereals/Grains,2.3244998
World,OWID_WRL,1973,Rice,Cereals/Grains,2.4524
World,OWID_WRL,1974,Rice,Cereals/Grains,2.4250998
World,OWID_WRL,1975,Rice,Cereals/Grains,2.5186
World,OWID_WRL,1976,Rice,Cereals/Grains,2.4508998
World,OWID_WRL,1977,Rice,Cereals/Grains,2.5718
World,OWID_WRL,1978,Rice,Cereals/Grains,2.6843
World,OWID_WRL,1979,Rice,Cereals/Grains,2.6590998
World,OWID_WRL,1980,Rice,Cereals/Grains,2.7482
World,OWID_WRL,1981,Rice,Cereals/Grains,2.8272
World,OWID_WRL,1982,Rice,Cereals/Grains,2.9803998
World,OWID_WRL,1983,Rice,Cereals/Grains,3.1367
World,OWID_WRL,1984,Rice,Cereals/Grains,3.2261
World,OWID_WRL,1985,Rice,Cereals/Grains,3.257
World,OWID_WRL,1986,Rice,Cereals/Grains,3.2440999
World,OWID_WRL,1987,Rice,Cereals/Grains,3.2651
World,OWID_WRL,1988,Rice,Cereals/Grains,3.3295999
World,OWID_WRL,1989,Rice,Cereals/Grains,3.4541
World,OWID_WRL,1990,Rice,Cereals/Grains,3.5286
World,OWID_WRL,1991,Rice,Cereals/Grains,3.537
World,OWID_WRL,1992,Rice,Cereals/Grains,3.5879998
World,OWID_WRL,1993,Rice,Cereals/Grains,3.616
World,OWID_WRL,1994,Rice,Cereals/Grains,3.6611
World,OWID_WRL,1995,Rice,Cereals/Grains,3.6606
World,OWID_WRL,1996,Rice,Cereals/Grains,3.7856
World,OWID_WRL,1997,Rice,Cereals/Grains,3.8186998
World,OWID_WRL,1998,Rice,Cereals/Grains,3.8179
World,OWID_WRL,1999,Rice,Cereals/Grains,3.8992999
World,OWID_WRL,2000,Rice,Cereals/Grains,3.8904998
World,OWID_WRL,2001,Rice,Cereals/Grains,3.9517999
World,OWID_WRL,2002,Rice,Cereals/Grains,3.8646998
World,OWID_WRL,2003,Rice,Cereals/Grains,3.9559999
World,OWID_WRL,2004,Rice,Cereals/Grains,4.0323
World,OWID_WRL,2005,Rice,Cereals/Grains,4.0871
World,OWID_WRL,2006,Rice,Cereals/Grains,4.1215997
World,OWID_WRL,2007,Rice,Cereals/Grains,4.2269
World,OWID_WRL,2008,Rice,Cereals/Grains,4.2981997
World,OWID_WRL,2009,Rice,Cereals/Grains,4.3465
World,OWID_WRL,2010,Rice,Cereals/Grains,4.3248
World,OWID_WRL,2011,Rice,Cereals/Grains,4.4556
World,OWID_WRL,2012,Rice,Cereals/Grains,4.5299
World,OWID_WRL,2013,Rice,Cereals/Grains,4.5036
World,OWID_WRL,2014,Rice,Cereals/Grains,4.5346
World,OWID_WRL,2015,Rice,Cereals/Grains,4.5673
World,OWID_WRL,2016,Rice,Cereals/Grains,4.5555997
World,OWID_WRL,2017,Rice,Cereals/Grains,4.6007
World,OWID_WRL,2018,Rice,Cereals/Grains,4.6727
World,OWID_WRL,2019,Rice,Cereals/Grains,4.7012
World,OWID_WRL,2020,Rice,Cereals/Grains,4.6944
World,OWID_WRL,2021,Rice,Cereals/Grains,4.7444
World,OWID_WRL,2022,Rice,Cereals/Grains,4.7047
World,OWID_WRL,1961,Maize,Cereals/Grains,1.9423
World,OWID_WRL,1962,Maize,Cereals/Grains,1.9796
World,OWID_WRL,1963,Maize,Cereals/Grains,2.0311
World,OWID_WRL,1964,Maize,Cereals/Grains,1.9936999
World,OWID_WRL,1965,Maize,Cereals/Grains,2.1237
World,OWID_WRL,1966,Maize,Cereals/Grains,2.2078
World,OWID_WRL,1967,Maize,Cereals/Grains,2.4236
World,OWID_WRL,1968,Maize,Cereals/Grains,2.2893999
World,OWID_WRL,1969,Maize,Cereals/Grains,2.4206
World,OWID_WRL,1970,Maize,Cereals/Grains,2.3509
World,OWID_WRL,1971,Maize,Cereals/Grains,2.6534
World,OWID_WRL,1972,Maize,Cereals/Grains,2.6866999
World,OWID_WRL,1973,Maize,Cereals/Grains,2.7217
World,OWID_WRL,1974,Maize,Cereals/Grains,2.5565
World,OWID_WRL,1975,Maize,Cereals/Grains,2.8132
World,OWID_WRL,1976,Maize,Cereals/Grains,2.8371
World,OWID_WRL,1977,Maize,Cereals/Grains,2.9668
World,OWID_WRL,1978,Maize,Cereals/Grains,3.1555998
World,OWID_WRL,1979,Maize,Cereals/Grains,3.3846998
World,OWID_WRL,1980,Maize,Cereals/Grains,3.1534
World,OWID_WRL,1981,Maize,Cereals/Grains,3.4933
World,OWID_WRL,1982,Maize,Cereals/Grains,3.609
World,OWID_WRL,1983,Maize,Cereals/Grains,2.9452
World,OWID_WRL,1984,Maize,Cereals/Grains,3.5256
World,OWID_WRL,1985,Maize,Cereals/Grains,3.7201998
World,OWID_WRL,1986,Maize,Cereals/Grains,3.6279
World,OWID_WRL,1987,Maize,Cereals/Grains,3.4863
World,OWID_WRL,1988,Maize,Cereals/Grains,3.1001
World,OWID_WRL,1989,Maize,Cereals/Grains,3.6186
World,OWID_WRL,1990,Maize,Cereals/Grains,3.6941
World,OWID_WRL,1991,Maize,Cereals/Grains,3.6996999
World,OWID_WRL,1992,Maize,Cereals/Grains,3.9062998
World,OWID_WRL,1993,Maize,Cereals/Grains,3.6306
World,OWID_WRL,1994,Maize,Cereals/Grains,4.112
World,OWID_WRL,1995,Maize,Cereals/Grains,3.8100998
World,OWID_WRL,1996,Maize,Cereals/Grains,4.2062
World,OWID_WRL,1997,Maize,Cereals/Grains,4.1512
World,OWID_WRL,1998,Maize,Cereals/Grains,4.4354997
World,OWID_WRL,1999,Maize,Cereals/Grains,4.4255
World,OWID_WRL,2000,Maize,Cereals/Grains,4.3236
World,OWID_WRL,2001,Maize,Cereals/Grains,4.4776
World,OWID_WRL,2002,Maize,Cereals/Grains,4.3905997
World,OWID_WRL,2003,Maize,Cereals/Grains,4.461
World,OWID_WRL,2004,Maize,Cereals/Grains,4.9448
World,OWID_WRL,2005,Maize,Cereals/Grains,4.8188
World,OWID_WRL,2006,Maize,Cereals/Grains,4.7764997
World,OWID_WRL,2007,Maize,Cereals/Grains,4.9827
World,OWID_WRL,2008,Maize,Cereals/Grains,5.0695
World,OWID_WRL,2009,Maize,Cereals/Grains,5.1496
World,OWID_WRL,2010,Maize,Cereals/Grains,5.1572
World,OWID_WRL,2011,Maize,Cereals/Grains,5.1384997
World,OWID_WRL,2012,Maize,Cereals/Grains,4.8487997
World,OWID_WRL,2013,Maize,Cereals/Grains,5.4210997
World,OWID_WRL,2014,Maize,Cereals/Grains,5.579
World,OWID_WRL,2015,Maize,Cereals/Grains,5.5158
World,OWID_WRL,2016,Maize,Cereals/Grains,5.7883
World,OWID_WRL,2017,Maize,Cereals/Grains,5.7425
World,OWID_WRL,2018,Maize,Cereals/Grains,5.7583
World,OWID_WRL,2019,Maize,Cereals/Grains,5.8743997
World,OWID_WRL,2020,Maize,Cereals/Grains,5.7998
World,OWID_WRL,2021,Maize,Cereals/Grains,5.8728
World,OWID_WRL,2022,Maize,Cereals/Grains,5.7183
World,OWID_WRL,1961,Barley,Cereals/Grains,1.3282
World,OWID_WRL,1962,Barley,Cereals/Grains,1.5253999
World,OWID_WRL,1963,Barley,Cereals/Grains,1.4286
World,OWID_WRL,1964,Barley,Cereals/Grains,1.5511999
World,OWID_WRL,1965,Barley,Cereals/Grains,1.5479
World,OWID_WRL,1966,Barley,Cereals/Grains,1.6535
World,OWID_WRL,1967,Barley,Cereals/Grains,1.6955
World,OWID_WRL,1968,Barley,Cereals/Grains,1.7931
World,OWID_WRL,1969,Barley,Cereals/Grains,1.7821
World,OWID_WRL,1970,Barley,Cereals/Grains,1.8054999
World,OWID_WRL,1971,Barley,Cereals/Grains,1.9397
World,OWID_WRL,1972,Barley,Cereals/Grains,1.8227999
World,OWID_WRL,1973,Barley,Cereals/Grains,1.9372
World,OWID_WRL,1974,Barley,Cereals/Grains,1.9525
World,OWID_WRL,1975,Barley,Cereals/Grains,1.6976999
World,OWID_WRL,1976,Barley,Cereals/Grains,2.0558
World,OWID_WRL,1977,Barley,Cereals/Grains,1.9073
World,OWID_WRL,1978,Barley,Cereals/Grains,2.1756
World,OWID_WRL,1979,Barley,Cereals/Grains,1.8519
World,OWID_WRL,1980,Barley,Cereals/Grains,1.9977
World,OWID_WRL,1981,Barley,Cereals/Grains,1.8346
World,OWID_WRL,1982,Barley,Cereals/Grains,2.073
World,OWID_WRL,1983,Barley,Cereals/Grains,2.01
World,OWID_WRL,1984,Barley,Cereals/Grains,2.1577
World,OWID_WRL,1985,Barley,Cereals/Grains,2.1792
World,OWID_WRL,1986,Barley,Cereals/Grains,2.2379
World,OWID_WRL,1987,Barley,Cereals/Grains,2.2458
